video_id,window_size,MRR@10,avg_latency,p95_latency,mrr_10
371f0e46-e30a-4cf9-be9f-d9d28776096c,30,0.0,0.0082856814066569,0.0092893838882446,
371f0e46-e30a-4cf9-be9f-d9d28776096c,60,0.0,0.0078708330790201,0.0079990863800048,
3cce4c43-bace-4302-b8bb-19aa44854339,30,0.0,0.0093269348144531,0.0094916343688964,
3cce4c43-bace-4302-b8bb-19aa44854339,60,0.0,0.0080477396647135,0.008494234085083,
3f103b48-6e78-4166-9d12-869617933015,30,0.0,0.0095694065093994,0.0100741147994995,
3f103b48-6e78-4166-9d12-869617933015,60,0.0,0.0075621604919433,0.0077441692352294,
4699a21f-5cc0-47cb-ae95-1781b58aaef8,30,0.0,0.0090776284535725,0.0097183942794799,
4699a21f-5cc0-47cb-ae95-1781b58aaef8,60,0.0,0.0085838635762532,0.0087726831436157,
4dd60a53-0b7a-47a3-8929-df82e969fc85,30,0.0,0.0082362492879231,0.0089445114135742,
4dd60a53-0b7a-47a3-8929-df82e969fc85,60,0.0,0.0084211826324462,0.0089957952499389,
5062e5c9-667d-4021-bb93-fa092b6aeb46,30,0.0,0.0089484850565592,0.0091574192047119,
5062e5c9-667d-4021-bb93-fa092b6aeb46,60,0.0,0.0080766677856445,0.0086681604385375,
54cd7f40-0aba-4f8a-8be2-9c9b0ad8584b,30,0.0,0.0089646180470784,0.0091681480407714,
54cd7f40-0aba-4f8a-8be2-9c9b0ad8584b,60,0.0,0.0088875293731689,0.009421682357788,
58d1edaf-2b4f-4627-b18a-03be719559ba,30,0.0,0.0093950430552164,0.0106897830963134,
58d1edaf-2b4f-4627-b18a-03be719559ba,60,0.0,0.0094178517659505,0.009833812713623,
59a9975f-95d9-4ab9-a8b9-152ababe5f6f,30,0.0,0.0087041060129801,0.0089146852493286,
59a9975f-95d9-4ab9-a8b9-152ababe5f6f,60,0.0,0.0092424551645914,0.009807538986206,
5e3b19a4-6d2d-467a-a945-682257c40dcb,30,0.0,0.0091490745544433,0.0097019672393798,
5e3b19a4-6d2d-467a-a945-682257c40dcb,60,0.0,0.008015235265096,0.008579659461975,
68b172c3-881a-4f3c-aa8f-e87735c1b843,30,0.0,0.0091716448465983,0.0106733322143554,
68b172c3-881a-4f3c-aa8f-e87735c1b843,60,0.0,0.0096383094787597,0.0101746797561645,
6ca0661a-a12f-4960-a355-2050ffab1ec7,30,0.0,0.0094684759775797,0.0102622270584106,
6ca0661a-a12f-4960-a355-2050ffab1ec7,60,0.0,0.0085947513580322,0.0087177038192749,
73a8c7e6-9ed2-45cd-bf6e-5be9e7d6afb5,30,0.0,0.0102911790211995,0.0106915712356567,
73a8c7e6-9ed2-45cd-bf6e-5be9e7d6afb5,60,0.0,0.0099531014760335,0.0107844829559326,
7673df8b-7b6f-45e2-b33e-6d8e2a57353b,30,0.0,0.0090996424357096,0.0092160940170288,
7673df8b-7b6f-45e2-b33e-6d8e2a57353b,60,0.0,0.0109317302703857,0.0113569259643554,
78072824-757b-485a-9f87-bc32ec7c3a46,30,0.0,0.0096076329549153,0.0101010084152221,
78072824-757b-485a-9f87-bc32ec7c3a46,60,0.0,0.010205586751302,0.0107879877090454,
7e2e248e-3088-45bf-a575-57a23b1a631f,30,0.0,0.0098684628804524,0.0103338718414306,
7e2e248e-3088-45bf-a575-57a23b1a631f,60,0.0,0.0093461672465006,0.0100996494293212,
80374063-61a0-4726-a66f-53c11bbcae80,30,0.0,0.0081652005513509,0.0087340593338012,
80374063-61a0-4726-a66f-53c11bbcae80,60,0.0,0.0100750923156738,0.0105624914169311,
814bd41c-c529-4fd7-96fa-5200179a24d0,30,0.0,0.0089272658030192,0.0092803239822387,
814bd41c-c529-4fd7-96fa-5200179a24d0,60,0.0,0.0080073674519856,0.0083857536315917,
8f99df2b-a31a-4b3f-a5e5-3669c8610b02,30,0.0,0.0087591012318929,0.008950924873352,
8f99df2b-a31a-4b3f-a5e5-3669c8610b02,60,0.0,0.0092208385467529,0.009608507156372,
8fd3b0dc-114d-4058-ac33-e164e1c846f4,30,0.0,0.0116416613260904,0.01224946975708,
8fd3b0dc-114d-4058-ac33-e164e1c846f4,60,0.0,0.0114541053771972,0.0126270771026611,
90d39e9b-ade5-4942-908c-699f64dd6060,30,0.0,0.0108559131622314,0.0125386953353881,
90d39e9b-ade5-4942-908c-699f64dd6060,60,0.0,0.0161904493967692,0.0192934036254882,
9261adc7-57a6-4e5a-bb03-18e3b58e5394,30,0.0,0.0116804440816243,0.0134887933731079,
9261adc7-57a6-4e5a-bb03-18e3b58e5394,60,0.0,0.0104650656382242,0.0111362218856811,
958ea3a9-c45a-42e2-8afd-95aa33e1b3c6,30,0.0,0.0119866530100504,0.0131568431854248,
958ea3a9-c45a-42e2-8afd-95aa33e1b3c6,60,0.0,0.0103706518809,0.011292815208435,
9c416681-2020-4f08-9bd6-4979be6f5562,30,0.0,0.0111909707387288,0.0125278949737548,
9c416681-2020-4f08-9bd6-4979be6f5562,60,0.0,0.0105223655700683,0.0112801074981689,
a073fe8d-37eb-4f66-953a-49f964ebdc6a,30,0.0,0.0098161697387695,0.0105534076690673,
a073fe8d-37eb-4f66-953a-49f964ebdc6a,60,0.0,0.0102458000183105,0.0109399318695068,
a201197c-c3f0-4c4b-85a8-a225b5e8b8f6,30,0.0,0.0108282566070556,0.011962604522705,
a201197c-c3f0-4c4b-85a8-a225b5e8b8f6,60,0.0,0.0108382701873779,0.0120885848999023,
a254f7fc-2440-4fad-987f-996b36fe8950,30,0.0,0.0120612780253092,0.0129407167434692,
a254f7fc-2440-4fad-987f-996b36fe8950,60,0.0,0.0097121397654215,0.0103219747543334,
a4aaa44c-9210-47dd-9b0a-fdb015dfde90,30,0.0,0.009537935256958,0.0099759101867675,
a4aaa44c-9210-47dd-9b0a-fdb015dfde90,60,0.0,0.0088289578755696,0.0095645904541015,
a6991186-498e-4894-a678-ebdc1e37949a,30,0.0,0.0102456410725911,0.0108466625213623,
a6991186-498e-4894-a678-ebdc1e37949a,60,0.0,0.0090484619140625,0.0095929861068725,
a7bf4b80-8be9-4e74-805f-ca97295bd603,30,0.0,0.0090204079945882,0.0093067169189453,
a7bf4b80-8be9-4e74-805f-ca97295bd603,60,0.0,0.0082008838653564,0.0085030555725097,
a9e9e7c5-cf24-4576-ac68-144d7a9fc9bd,30,0.0,0.008692185084025,0.0092082738876342,
a9e9e7c5-cf24-4576-ac68-144d7a9fc9bd,60,0.0,0.0092066129048665,0.009456443786621,
aa128c18-1749-4ffe-8ac0-faeadda377a8,30,0.0,0.0087924798329671,0.0092163801193237,
aa128c18-1749-4ffe-8ac0-faeadda377a8,60,0.0,0.0091995398203531,0.0093224287033081,
acf4c1a7-fdd7-4430-bb5f-68046fe84592,30,0.0,0.0086963176727294,0.00924072265625,
acf4c1a7-fdd7-4430-bb5f-68046fe84592,60,0.0,0.0093363920847574,0.0097410678863525,
aea741c1-86d2-40d3-9db0-36481de7916b,30,0.0,0.0096073945363362,0.0107387542724609,
aea741c1-86d2-40d3-9db0-36481de7916b,60,0.0,0.0095783869425455,0.0098594903945922,
b10ab343-bebc-4159-a00e-ffd8e4d012bc,30,0.0,0.0083429018656412,0.0091707944869995,
b10ab343-bebc-4159-a00e-ffd8e4d012bc,60,0.0,0.0079181989034016,0.0080225706100463,
b4971abb-0990-4a8f-87bb-47ab1e07bd2b,30,0.0,0.0092637538909912,0.0096647262573242,
b4971abb-0990-4a8f-87bb-47ab1e07bd2b,60,0.0,0.009561538696289,0.0099342107772827,
be26c9c9-7b00-4f5a-8d08-4bb1fac4e039,30,0.0,0.0093319416046142,0.0100389003753662,
be26c9c9-7b00-4f5a-8d08-4bb1fac4e039,60,0.0,0.0095570087432861,0.0105736255645751,
c2b7bf74-1a4e-479e-9aaa-d286751e9dcf,30,0.0,0.0095876057942708,0.0098741769790649,
c2b7bf74-1a4e-479e-9aaa-d286751e9dcf,60,0.0,0.0089409351348876,0.0095746994018554,
c41fce09-206c-4481-9a38-c32586de0973,30,0.0,0.00956392288208,0.0097973823547363,
c41fce09-206c-4481-9a38-c32586de0973,60,0.0,0.0105126698811848,0.0106878042221069,
cb0be1dc-faa5-474c-a943-f8f16a7a9e01,30,0.0,0.0089780489603678,0.0094611644744873,
cb0be1dc-faa5-474c-a943-f8f16a7a9e01,60,0.0,0.010700782140096,0.0109060525894165,
d0f7e4fe-0024-4987-bb59-dbce1ff44914,30,0.0,0.0085446039835611,0.0087215900421142,
d0f7e4fe-0024-4987-bb59-dbce1ff44914,60,0.0,0.0090867678324381,0.009288740158081,
dadf3dfd-968a-400c-afc5-6b7b62a531aa,30,0.0,0.0096159776051839,0.0099855422973632,
dadf3dfd-968a-400c-afc5-6b7b62a531aa,60,0.0,0.0093508561452229,0.0100027561187744,
e51b04e3-d5fd-4bad-92c0-f9a5d162f8f2,30,0.0,0.0092209974924723,0.0096164226531982,
e51b04e3-d5fd-4bad-92c0-f9a5d162f8f2,60,0.0,0.0091677506764729,0.0102648496627807,
e772d8f8-b0dd-4a66-a045-45394010ccb0,30,0.0,0.0095164775848388,0.0097866296768188,
e772d8f8-b0dd-4a66-a045-45394010ccb0,60,0.0,0.0091455777486165,0.0096924304962158,
ea177dfc-ee46-4778-8265-de8f0db257b3,30,0.0,0.008802572886149,0.0094639539718627,
ea177dfc-ee46-4778-8265-de8f0db257b3,60,0.0,0.0097399552663167,0.0097793817520141,
f0acea5a-ebcf-49c7-adc5-75879725003f,30,0.0,0.0090646743774414,0.0096838474273681,
f0acea5a-ebcf-49c7-adc5-75879725003f,60,0.0,0.0083288351694742,0.0089123249053955,
f41da825-e30a-4fb8-9f4c-66fe2ad895d1,30,0.0,0.0084354877471923,0.0087995290756225,
f41da825-e30a-4fb8-9f4c-66fe2ad895d1,60,0.0,0.0081822077433268,0.0087805747985839,
f5653d1c-32ba-4482-a3dc-8101d40cc7fa,30,0.0,0.0088347593943277,0.0096023559570312,
f5653d1c-32ba-4482-a3dc-8101d40cc7fa,60,0.0,0.0090083281199137,0.009183382987976,
fe369750-2071-40ea-8e09-227f98f2fc7e,30,0.0,0.0096613566080729,0.0112927675247192,
fe369750-2071-40ea-8e09-227f98f2fc7e,60,0.0,0.0114007790883382,0.0116413831710815,
video1,5,,0.0005695819854736328,0.0005695819854736328,0.0
video1,5,,6.580352783203125e-05,6.580352783203125e-05,0.0
video1,5,,7.271766662597656e-05,7.271766662597656e-05,0.0
video1,10,,5.984306335449219e-05,5.984306335449219e-05,0.0
video1,10,,8.559226989746094e-05,8.559226989746094e-05,0.0
video1,10,,6.318092346191406e-05,6.318092346191406e-05,0.0
video1,15,,6.771087646484375e-05,6.771087646484375e-05,0.0
video1,15,,7.987022399902344e-05,7.987022399902344e-05,0.0
video1,15,,7.152557373046875e-05,7.152557373046875e-05,0.0
video2,5,,6.198883056640625e-05,6.198883056640625e-05,0.0
video2,5,,7.581710815429688e-05,7.581710815429688e-05,0.0
video2,5,,5.4836273193359375e-05,5.4836273193359375e-05,0.0
video2,10,,5.745887756347656e-05,5.745887756347656e-05,0.0
video2,10,,4.1961669921875e-05,4.1961669921875e-05,0.0
video2,10,,8.0108642578125e-05,8.0108642578125e-05,0.0
video2,15,,7.271766662597656e-05,7.271766662597656e-05,0.0
video2,15,,7.152557373046875e-05,7.152557373046875e-05,0.0
video2,15,,6.008148193359375e-05,6.008148193359375e-05,0.0
